BuffID	BuffDesc	IsSaved	IsRecorded	IsDeleted	IsOverlapped	OverlapTyp	EffectTyp	EffectPara	BuffPriority	BuffSpecialType	ActivateRound	IsDeleteSourceExit
65171101	获得1张随机汉势力武将	0	0	0	0		5	65171101	3			
65172101	获得2张随机汉势力武将	0	0	0	0		5	65172101	3			
65181101	使1个友方获得+1/+1，本回合每花费2枚虎符额外+2/+1	1	1	1	1	1	3	65181101	3			
65181102	使1个友方获得+1/+1，本回合每花费2枚虎符额外+2/+1	1	1	1	1	1	2	65181102	3			
65182101	使1个友方获得+2/+2，本回合每花费2枚虎符额外+4/+2	1	1	1	1	1	3	65182101	3			
65182102	使1个友方获得+2/+2，本回合每花费2枚虎符额外+4/+2	1	1	1	1	1	2	65182102	3			
65211101	攻击+1	1	1	1	1	1	3	65211101	3			
65211102	体力+1	1	1	1	1	1	2	65211102	3			
65212101	攻击+2	1	1	1	1	1	3	65212101	3			
65212102	体力+2	1	1	1	1	1	2	65212102	3			
66031101	伤害减少1点	0	0	0	0		45	66031101	3			
66032101	伤害减少2点	0	0	0	0		45	66032101	3			
66031102	攻击+1	1	1	1	1	1	3	66031102	3			
66032102	攻击+2	1	1	1	1	1	3	66032102	3			
66091101	获得1张随机当先武将牌	0	0	0	0		5	66091101	3			
66092101	获得2张随机当先武将牌	0	0	0	0		5	66092101	3			
66111101	攻击+2	1	1	1	1	1	3	66111101	3			
66111102	体力+1	1	1	1	1	1	2	66111102	3			
66112101	攻击+4	1	1	1	1	1	3	66112101	3			
66112102	体力+2	1	1	1	1	1	2	66112102	3			
66121101	攻击+2	1	1	1	1	1	3	66121101	3			
66121102	体力+1	1	1	1	1	1	2	66121102	3			
66122101	攻击+4	1	1	1	1	1	3	66122101	3			
66122102	体力+2	1	1	1	1	1	2	66122102	3			
66131103	主公2点伤害	0	0	0	0		25	66131103	3			
66132103	主公2点伤害	0	0	0	0		25	66132103	3			
66131101	攻击+3	1	1	1	1	1	3	66131101	3			
66131102	体力+3	1	1	1	1	1	2	66131102	3			
66132101	攻击+3	1	1	1	1	1	3	66132101	3			
66132102	体力+3	1	1	1	1	1	2	66132102	3			
66141101	造成2点伤害。本局游戏主公每受到过1次伤害，伤害值+1	0	0	0	0		26	66141101	3			
66142101	造成4点伤害。本局游戏主公每受到过1次伤害，伤害值+2	0	0	0	0		26	66142101	3			
66151101	刷新马术	0	1	1	1	1	46	66151101	3			
66152101	刷新马术	0	1	1	1	1	46	66152101	3			
66151102	攻击+2	1	1	1	1	1	3	66151102	3			
66151103	体力+1	1	1	1	1	1	2	66151103	3			
66152102	攻击+4	1	1	1	1	1	3	66152102	3			
66152193	体力+2	1	1	1	1	1	2	66152193	3			
66161101	防止主公受到的伤害。	0	0	0	0		45	66161101	3			
66161201	主公每受到4次伤害，进行判定：50%几率获得1张随机锦囊牌	0	0	0	0		6	66161201	3			
66162101	防止主公受到的伤害。	0	0	0	0		45	66162101	3			
66162201	主公每受到4次伤害，进行判定：50%几率获得2张随机锦囊牌	0	0	0	0		6	66162201	3			
66181101	造成的伤害+1	1	1	1	1	1	12	66181101	3			
66182101	造成的伤害+2	1	1	1	1	1	12	66182101	3			
67021101	造成1点伤害	0	0	0	0		26	67021101	3			
67022101	造成1点伤害	0	0	0	0		26	67022101	3			
67051101	造成1点伤害	0	0	0	0		26	67051101	3			
67051102	获得等量攻击	1	1	1	1	1	3	67051102	3			
67051103	获得等量体力	1	1	1	1	1	2	67051103	3			
67052101	造成1点伤害	0	0	0	0		26	67052101	3			
67052102	获得双倍攻击	1	1	1	1	1	3	67052102	3			
67052103	获得双倍体力	1	1	1	1	1	2	67052103	3			
67071101	获得攻击+2	1	1	1	1	1	3	67071101	3			
67071102	获得体力+1	1	1	1	1	1	2	67071102	3			
67072101	获得攻击+4	1	1	1	1	1	3	67072101	3			
67072102	获得体力+2	1	1	1	1	1	2	67072102	3			
67131101	获得攻击+3	1	1	1	1	1	3	67131101	3			
67131102	获得体力+3	1	1	1	1	1	2	67131102	3			
67132101	获得攻击+6	1	1	1	1	1	3	67132101	3			
67132102	获得体力+6	1	1	1	1	1	2	67132102	3			
67141101	获得1虎符	0	0	0	0		4	67141101	3			
67142101	获得2虎符	0	0	0	0		4	67142101	3			
67151101	获得攻击+1	1	1	1	1	1	3	67151101	3			
67151102	获得体力+1	1	1	1	1	1	2	67151102	3			
67152101	获得攻击+2	1	1	1	1	1	3	67152101	3			
67152102	获得体力+2	1	1	1	1	1	2	67152102	3			
67172101	造成伤害3倍	0	0	0	0		51	67172101	3			
67172102	造成伤害3倍	0	0	0	0		51	67172102				
67172103	造成伤害3倍	0	0	0	0		51	67172103				
67172201	受到伤害3倍	0	0	0	0		52	67172201	3			
67172202	受到伤害3倍	0	0	0	0		52	67172202				
67172203	受到伤害3倍	0	0	0	0		52	67172203				
67181101	御策	0	1	1	1	1	9	67181101	3			
67181201	造成伤害+1	1	1	1	1	1	12	67181201	3			
67182101	御策	0	1	1	1	1	9	67182101	3			
67182201	造成伤害+1	1	1	1	1	1	12	67182201	3			
68041101	遣散后，获得1张随机锦囊牌	0	0	0	0		6	68041101	3			
68042101	遣散后，获得2张随机锦囊牌	0	0	0	0		6	68042101	3			
68061101	挑衅	1	1	1	1	1	16	68061101	3			
68061102	攻击+2	1	1	1	1	1	3	68061102	3			
68061103	体力+2	1	1	1	1	1	2	68061103	3			
68062101	挑衅	1	1	1	1	1	16	68062101	3			
68062102	攻击+4	1	1	1	1	1	3	68062102	3			
68062103	体力+4	1	1	1	1	1	2	68062103	3			
68071101	鸩毒	0	1	1	1	1	44	68071101	3			
68072101	鸩毒	0	1	1	1	1	44	68072101	3			
68111101	挑衅	0	1	1	1	1	16	68111101	3			
68111201	攻击+1	1	1	1	1	1	3	68111201	3			
68111202	体力+1	1	1	1	1	1	2	68111202	3			
68112101	挑衅	0	1	1	1	1	16	68112101	3			
68112201	攻击+2	1	1	1	1	1	3	68112201	3			
68112202	体力+2	1	1	1	1	1	2	68112202	3			
68221101	造成20伤害	0	0	0	0		26	68221101	3			
68222101	造成40伤害	0	0	0	0		26	68222101	3			
68251101	攻击+2	1	1	1	1	1	3	68251101	3			
68251102	体力+2	1	1	1	1	1	2	68251102	3			
68252101	攻击+4	1	1	1	1	1	3	68252101	3			
68252102	体力+4	1	1	1	1	1	2	68252102	3			
68121101	3次刷新营帐免费	0	0	0	0		59	68121101	3			
68122101	6次刷新营帐免费	0	0	0	0		59	68122101	3			
68131101	无法攻击。	1	1	1	0		32	68131101	3			
68131201	招募结束时，对左侧友方使用一张决斗·三	0	0	0	0		58	68131201	3			
68132101	无法攻击。	0	1	1	0		32	68132101	3			
68132201	招募结束时，对左侧友方使用一张决斗·五	0	0	0	0		58	68132201	3			
71061101	攻击+1	1	1	1	1	1	3	71061101	3			
71061102	体力+1	1	1	1	1	1	2	71061102	3			
71062101	攻击+2	1	1	1	1	1	3	71062101	3			
71062102	体力+2	1	1	1	1	1	2	71062102	3			
71111101	攻击反伤减半	0	1	1	1	1	52	71111101	3			
71111201	失去等于受伤值的攻击力	0	1	1	1	1	3	71111201	3			
71112101	攻击反伤减为1/4	0	1	1	1	1	52	71112101	3			
71112201	失去等于受伤值的攻击力	0	1	1	1	1	3	71112201	3			
71121101	闪避	0	1	1	1	1	66	71121101	3			
71121201	闪避	0	1	1	1	1	66	71121201	3			
71121301	闪避后攻击力翻倍	0	1	1	1	1	3	71121301	3			
71121302	立刻攻击	0	0	0	0		48	71121302	3			
71122101	闪避	0	1	1	1	1	66	71122101	3			
71122201	闪避	0	1	1	1	1	66	71122201	3			
71122301	闪避后攻击力变为3倍	0	1	1	1	1	3	71122301	3			
71122302	立刻攻击	0	0	0	0		48	71122302	3			
71161101	必中	0	1	1	0		65	71161101	3			
71161201	1张当先	0	0	0	0		5	71161201	3			
71161301	双倍攻击伤害	0	0	0	0		51	71161301	3			
71162101	必中	0	1	1	0		65	71162101	3			
71162201	2张当先	0	0	0	0		5	71162201	3			
71162301	三倍攻击伤害	0	0	0	0		51	71162301	3			
71221101	其他友方被攻击时将目标改为自身。	0	1	1	0		68	71221101	3			
71221201	受到的攻击伤害减半	0	1	1	1	1	39	71221201	3			
71222101	其他友方被攻击时将目标改为自身。	0	1	1	0		68	71222101	3			
71222201	受到的攻击伤害变为1/4	0	1	1	1	1	52	71222201	3			
72091101	受到伤害时，进行判定：升级虎符消耗-1	0	0	0	0		31	72091101	3			
72092101	受到伤害时，进行判定：升级虎符消耗-2	0	0	0	0		31	72092101	3			
72131101	闪避	0	1	1	1	1	66	72131101	3			
72131201	闪避	0	1	1	1	1	66	72131201	3			
72132101	闪避	0	1	1	1	1	66	72132101	3			
72132201	闪避	0	1	1	1	1	66	72132201	3			
72141101	永久获得攻击+3	1	1	1	1	1	3	72141101	3			
72141102	永久获得体力+2	1	1	1	1	1	2	72141102	3			
72142101	永久获得攻击+6	1	1	1	1	1	3	72142101	3			
72142102	永久获得体力+4	1	1	1	1	1	2	72142102	3			
72221101	攻击无效	0	1	1	0		67	72221101	3			
72221201	沉默添加	0	1	1	1	1	47	72221201	3			
72222101	攻击无效	0	1	1	0		67	72222101	3			
72222201	沉默添加	0	1	1	1	1	47	72222201	3			
73091101	闪避	0	1	1	1	1	66	73091101	3			
73091201	获得小乔攻击力	0	1	1	1	1	3	73091201	3			
73092101	闪避	0	1	1	1	1	66	73092101	3			
73092201	获得小乔攻击力	0	1	1	1	1	3	73092201	3			
73181101	闪避	0	1	1	1	1	66	73181101	3			
73181201	造成大乔一半攻击力的伤害	0	0	0	0		26	73181201	3			
73182101	闪避	0	1	1	1	1	66	73182101	3			
73182201	造成大乔攻击力的伤害	0	0	0	0		26	73182201	3			
73221101	闪避	0	1	1	1	1	66	73221101	3			
73221201	立刻攻击	0	0	0	0		48	73221201	3			
73222101	闪避	0	1	1	1	1	66	73222101	3			
73221301	攻击+6	1	1	1	1	1	3	73222102	3			
73221302	体力+6	1	1	1	1	1	2	73222103	3			
73222201	立刻攻击	0	0	0	0		48	73222201	3			
73222202	闪避	0	1	1	1	1	66	73222202	3			
73222301	攻击+6	1	1	1	1	1	3	73222203	3			
73222302	体力+6	1	1	1	1	1	2	73222204	3			
74081101	造成3点伤害	0	0	0	0		26	74081101	3			
74082101	造成3点伤害	0	0	0	0		26	74082101	3			
74141101	闪避	0	1	1	1	1	66	74141101	3			
74141201	触发随机友方的遗计效果	0	0	0	0		27	74141201	3			
74142101	闪避	0	1	1	1	1	66	74142101	3			
74142201	触发随机友方的遗计效果2次	0	0	0	0		27	74142201	3			
74171101	触发遗计一次	0	0	0	0		27	74171101	3			
74172101	触发遗计两次	0	0	0	0		27	74172101	3			
74221101	友方触发遗计效果时，使本局你的黄巾兵永久获得攻击力+1	1	1	1	1	1	3	74221101	3			
74221102	友方触发遗计效果时，使本局你的黄巾兵永久获得体力+1	1	1	1	1	1	2	74221102	3			
74222101	友方触发遗计效果时，使本局你的黄巾兵永久获得攻击力+2	1	1	1	1	1	3	74222101	3			
74222102	友方触发遗计效果时，使本局你的黄巾兵永久获得体力+2	1	1	1	1	1	2	74222102	3			
74201101	获得左侧的技能	0	1	1	1	1	8	74201101	3			
74202101	获得两侧的技能	0	1	1	1	1	8	74202101	3			
75141101	你每有4枚虎符，获得1枚虎符	0	0	0	0		4	75141101	3			
75142101	你每有4枚虎符，获得2枚虎符	0	0	0	0		4	75142101	3			
75221101	获得击败的武将一半的攻击	0	1	1	1	1	3	75221101	3			
75221102	获得击败的武将一半的体力	0	1	1	1	1	2	75221102	3			
75221103	御策	0	1	1	1	1	9	75221103	3			
75222101	获得击败的武将一半的攻击	0	1	1	1	1	3	75222101	3			
75222102	获得击败的武将一半的体力	0	1	1	1	1	2	75222102	3			
75222103	御策	0	1	1	1	1	9	75222103	3			
76091101	马术	0	1	1	1	1	46	76091101	3			
76091201	马术：获得2点经验	0	0	0	0		31	76091201	3			
76091301	获得技能760912	0	1	1	1	1	8	76091301	3			
76092101	金马术	0	1	1	1	1	46	76092101	3			
76092201	马术：获得4点经验	0	0	0	0		31	76092201	3			
76092301	获得技能760922	0	1	1	1	1	8	76092301	3			
76171101	攻击+2	1	1	1	1	1	3	76171101	3			
76171102	体力+1	1	1	1	1	1	2	76171102	3			
76171201	马术	1	1	1	1	1	46	76171201	3			
76171301	沉默添加	0	1	1	1	1	47	76171301	3			
76172101	攻击+4	1	1	1	1	1	3	76172101	3			
76172102	体力+2	1	1	1	1	1	2	76172102	3			
76172201	马术	1	1	1	1	1	46	76172201	3			
76172301	沉默添加	0	1	1	1	1	47	76172301	3			
76221101	获得技能	0	1	1	1	1	8	76221101	3			
76221201	攻击+1	1	1	1	1	1	3	76221201	3			
76221202	体力+1	1	1	1	1	1	2	76221202	3			
76222101	获得技能	0	1	1	1	1	8	76222101	3			
76222201	攻击+2	1	1	1	1	1	3	76222201	3			
76222202	体力+2	1	1	1	1	1	2	76222202	3			
77021101	造成1点伤害	0	0	0	0		26	77021101	3			
77022101	造成1点伤害	0	0	0	0		26	77022101	3			
77071101	烈刃*1	1	1	1	1	1	12	77071101	3			
77072101	烈刃*2	1	1	1	1	1	12	77072101	3			
77091101	阵亡时回到手牌	0	0	0	0		36	77091101	3			
77091201	攻击永久+1，每触发1次额外+1	1	1	1	1	1	3	77091201	3			
77091202	体力永久+1，每触发1次额外+1	1	1	1	1	1	2	77091202	3			
77092101	阵亡时回到手牌	0	0	0	0		36	77092101	3			
77092201	攻击永久+2，每触发1次额外+2	1	1	1	1	1	3	77092201	3			
77092202	体力永久+2，每触发1次额外+2	1	1	1	1	1	2	77092202	3			
77101101	造成伤害+1	1	1	1	1	1	12	77101101	3			
77101102	攻击永久+1	1	1	1	1	1	3	77101102	3			
77101103	体力永久+1	1	1	1	1	1	2	77101103	3			
77102101	造成伤害+2	1	1	1	1	1	12	77102101	3			
77102102	攻击永久+2	1	1	1	1	1	3	77102102	3			
77102103	体力永久+2	1	1	1	1	1	2	77102103	3			
77121101	回到手牌	0	0	0	0		36	77121101	3			
77121201	获得攻击+3	1	1	1	1	1	3	77121201	3			
77121202	获得体力+3	1	1	1	1	1	2	77121202	3			
77122101	回到手牌	0	0	0	0		36	77122101	3			
77122201	获得攻击+6	1	1	1	1	1	3	77122201	3			
77122202	获得体力+6	1	1	1	1	1	2	77122202	3			
77141101	获得1虎符	0	0	0	0		4	77141101	3			
77142101	获得2虎符	0	0	0	0		4	77142101	3			
77171101	必中	0	1	1	0		65	77171101	3			
77171201	造成伤害翻倍	1	1	1	0		37	77171201	3			
77171202	受到伤害翻倍	1	1	1	0		38	77171202	3			
77172101	必中	0	1	1	0		65	77172101	3			
77172201	造成3倍伤害	1	1	1	0		63	77172201	3			
77181101	阵亡时回到手牌	0	0	0	0		36	77181101	3			
77181201	成略：上阵手牌中1个随机非同名友方的复制	0	0	0	0		1	77181201	3			
77182101	阵亡时回到手牌	0	0	0	0		36	77182101	3			
77182201	成略：上阵手牌中2个随机非同名友方的复制	0	0	0	0		1	77182201	3			
77191101	造成5点伤害	0	0	0	0		26	77191101	3			
77191201	烈刃	1	1	1	1	1	12	77191201	3			
77192101	造成5点伤害	0	0	0	0		26	77192101	3			
77192201	烈刃*2	1	1	1	1	1	12	77192201	3			
77211101	回到手牌	0	0	0	0		36	77211101	3			
77212101	回到手牌	0	0	0	0		36	77212101	3			
77221101	烈刃	1	1	1	1	1	12	77221101	3			
77222101	烈刃*2	1	1	1	1	1	12	77222101	3			
78081101	回到手牌	0	0	0	0		36	78081101	3			
78082101	回到手牌	0	0	0	0		36	78082101	3			
78141101	闪避	0	1	1	1	1	66	78141101	3			
78141201	攻击永久+2	1	1	1	1	1	3	78141201	3			
78141202	体力永久+2	1	1	1	1	1	2	78141202	3			
78141203	闪避	0	1	1	1	1	66	78141203	3			
78142101	闪避	0	1	1	1	1	66	78142101	3			
78142201	攻击永久+2	1	1	1	1	1	3	78142201	3			
78142202	体力永久+2	1	1	1	1	1	2	78142202	3			
78142203	闪避	0	1	1	1	1	66	78142203	3			
78151101	攻击无效	0	1	1	0		67	78151101	3			
78151102	攻击力减半	0	1	1	1	1	3	78151102	3			
78152101	攻击无效	0	1	1	0		67	78152101	3			
78152102	攻击力减半	0	1	1	1	1	3	78152102	3			
78241101	闪避	0	1	1	1	1	66	78241101	3			
78241201	攻击+1（每次触发额外+1)	1	1	1	1	1	3	78241201	3			
78241202	体力+1（每次触发额外+1)	1	1	1	1	1	2	78241202	3			
78242101	闪避	0	1	1	1	1	66	78242101	3			
78242201	攻击+2（每次触发额外+2)	1	1	1	1	1	3	78242201	3			
78242202	体力+2（每次触发额外+2)	1	1	1	1	1	2	78242202	3			
78301101	闪避	0	1	1	1	1	66	78301101	3			
78301201	闪避	0	1	1	1	1	66	78301201	3			
78302101	闪避	0	1	1	1	1	66	78302101	3			
78302201	闪避	0	1	1	1	1	66	78302201	3			
78401101	挑衅	1	1	1	1	1	16	78401101	3			
78401102	无法攻击。	0	1	1	0		32	78401102	3			
78402101	挑衅	1	1	1	1	1	16	78402101	3			
78402102	无法攻击。	0	1	1	0		32	78402102	3			
79021101	雷标记	0	1	1	1	1	75	79021101	3			
79021201	神马超攻击	0	1	1	1	1	76	79021103	3			
79022101	雷标记	0	1	1	1	1	75	79022101	3			
79022201	神马超攻击	0	1	1	1	1	76	79022103	3			
79041101	神陆逊连锁	0	1	1	1	1	77	79041101	3			
79041201	对与目标连锁的武将造成等量伤害	0	0	0	0		26	79041201	3			
79041301	造成99点伤害	0	0	0	0		26	79041301	3			
79042101	神陆逊连锁	0	1	1	1	1	77	79042101	3			
79042201	对与目标连锁的武将造成等量伤害	0	0	0	0		26	79042201	3			
79042301	造成99点伤害	0	0	0	0		26	79042301	3			
81051101	攻击时，使全体友方体力值永久+1	1	1	1	1	1	2	81051101	3			
81051102	并全体友方造成1点伤害	0	0	0	0		26	81051102	3			
81052101	攻击时，使全体友方体力值永久+1	1	1	1	1	1	2	81052101	3			
81052102	并全体友方造成1点伤害	0	0	0	0		26	81052102	3			
81081101	受到伤害时，进行判定：升级虎符消耗-1	0	0	0	0		31	81081101	3			
81082101	受到伤害时，进行判定：升级虎符消耗-2	0	0	0	0		31	81082101	3			
81141101	使全体友方永久获得随机攻击(1~判定成功次数)	1	1	1	1	1	3	81141101	3			
81141102	使全体友方永久获得随机体力(1~判定成功次数)	1	1	1	1	1	2	81141102	3			
81142101	使全体友方永久获得随机体力(1~判定成功次数)	1	1	1	1	1	3	81142101	3			
81142102	使全体友方永久获得随机体力(1~判定成功次数)	1	1	1	1	1	2	81142102	3			
81151101	永久获得攻击+1	1	1	1	1	1	3	81151101	3			
81151102	永久获得体力+2	1	1	1	1	1	2	81151102	3			
81152101	永久获得攻击+2	1	1	1	1	1	3	81152101	3			
81152102	永久获得体力+4	1	1	1	1	1	2	81152102	3			
81161101	判定成功	0	0	0	0		35	81161101	3			
81161201	获得1张锦囊牌	0	0	0	0		6	81161102	3			
81162101	判定成功	0	0	0	0		35	81162101	3			
81162201	获得2张锦囊牌	0	0	0	0		6	81162102	3			
81191101	随机造成(1~判定成功次数)点伤害	0	0	0	0		26	81191101	3			
81192101	随机造成(1~判定成功次数)点伤害	0	0	0	0		26	81192101	3			
81211101	永久获得攻击+3	1	1	1	1	1	3	81211101	3			
81211102	永久获得体力+6	1	1	1	1	1	2	81211102	3			
81211201	永久获得攻击+3	1	1	1	1	1	3	81211201	3			
81211202	永久获得体力+6	1	1	1	1	1	2	81211202	3			
81212101	永久获得攻击+3	1	1	1	1	1	3	81212101	3			
81212102	永久获得体力+6	1	1	1	1	1	2	81212102	3			
81212201	永久获得攻击+3	1	1	1	1	1	3	81212201	3			
81212202	永久获得体力+6	1	1	1	1	1	2	81212202	3			
81221101	攻击无效	0	1	1	0		67	81221101	3			
81221102	沉默添加	0	1	1	1	1	47	81221102	3			
81222101	攻击无效	0	1	1	0		67	81222101	3			
81222102	沉默添加	0	1	1	1	1	47	81222102	3			
82041101	永久获得攻击+1	1	1	1	1	1	3	82041101	3			
82041102	永久获得体力+1	1	1	1	1	1	2	82041102	3			
82042101	永久获得攻击+2	1	1	1	1	1	3	82042101	3			
82042102	永久获得体力+2	1	1	1	1	1	2	82042102	3			
82091101	造成3点伤害	0	0	0	0		26	82091101	3			
82091201	马术	1	1	1	1	1	46	82091201	3			
82092101	造成3点伤害	0	0	0	0		26	82092101	3			
82092201	马术	1	1	1	1	1	46	82092201	3			
82111101	回复受到反伤值一半的体力值	0	1	1	1	1	71	82111101	3			
82112101	获得受到反伤值一半的攻击	0	1	1	1	1	3	82112101	3			
82112102	获得受到反伤值一半的体力	0	1	1	1	1	2	82112102	3			
82131101	永久获得攻击+2，每使用过2张锦囊牌额外+1/+1	1	1	1	1	1	3	82131101	3			
82131102	永久获得体力+2，每使用过2张锦囊牌额外+1/+1	1	1	1	1	1	2	82131102	3			
82132101	永久获得攻击+4，每使用过2张锦囊牌额外+2/+2	1	1	1	1	1	3	82132101	3			
82132102	永久获得体力+4，每使用过2张锦囊牌额外+2/+2	1	1	1	1	1	2	82132102	3			
82151101	蜀势力友方获得攻击力时，获得攻击力1/4的体力值	0	1	1	1	1	2	82151101	3			
82152101	蜀势力友方获得攻击力时，获得攻击力一半的体力值	0	1	1	1	1	2	82152101	3			
82181101	遗计：属性值变为一半重新上阵，并失去此遗计	0	0	0	0		1	82181101	3			
82182101	遗计：体力值变为一半重新上阵，并失去此遗计	0	0	0	0		1	82182101	3			
83031101	永久获得攻击+2	1	1	1	1	1	3	83031101	3			
83031102	永久获得体力+2	1	1	1	1	1	2	83031102	3			
83032101	永久获得攻击+4	1	1	1	1	1	3	83032101	3			
83032102	永久获得体力+4	1	1	1	1	1	2	83032102	3			
83041101	永久获得攻击+1	1	1	1	1	1	3	83041101	3			
83041102	永久获得体力+1	1	1	1	1	1	2	83041102	3			
83042101	永久获得攻击+2	1	1	1	1	1	3	83042101	3			
83042102	永久获得体力+2	1	1	1	1	1	2	83042102	3			
83061101	回到手牌	0	0	0	0		36	83061101	3			
83061201	永久获得攻击+3	1	1	1	1	1	3	83061201	3			
83061202	永久获得体力+3	1	1	1	1	1	2	83061202	3			
83062101	回到手牌	0	0	0	0		36	83062101	3			
83061301	无法移除	1	1	1	1	1	43	83061301	3			
83062201	永久获得攻击+6	1	1	1	1	1	3	83062201	3			
83062202	永久获得体力+6	1	1	1	1	1	2	83062202	3			
83071101	回到手牌	0	0	0	0		36	83071101	3			
83062301	无法移除	1	1	1	1	1	43	83062301	3			
83071201	召唤一个2/2火船	0	0	0	0		1	83071201	3			
83072101	回到手牌	0	0	0	0		36	83072101	3			
83072201	召唤一个4/4火船	0	0	0	0		1	83072201	3			
83241101	造成1点伤害	0	0	0	0		26	83241101	3			
83241102	烈刃	1	1	1	1	1	12	83241102	3			
83242101	造成2点伤害	0	0	0	0		26	83242101	3			
83242102	烈刃*2	1	1	1	1	1	12	83242102	3			
83091101	闪避	0	1	1	1	1	66	83091101	3			
83091201	获得周善攻击力	0	1	1	1	1	3	83091201	3			
83092101	闪避	0	1	1	1	1	66	83092101	3			
83092201	获得周善攻击力	0	1	1	1	1	3	83092201	3			
83111101	获得1张【过河拆桥·三】	0	0	0	0		6	83111101	3			
83112101	获得2张【过河拆桥·五】	0	0	0	0		6	83112101	3			
83131101	回到手牌	0	0	0	0		36	83131101	3			
83131201	回手时获得1张随机吴势力武将牌	0	0	0	0		5	83131201	3			
83131301	无法移除	1	1	1	1	1	43	83131301	3			
83132101	回到手牌	0	0	0	0		36	83132101	3			
83132201	回手时获得2张随机吴势力武将牌	0	0	0	0		5	83132201	3			
83132301	无法移除	1	1	1	1	1	43	83132301	3			
83141101	永久获得攻击+1，每次触发额外+1	1	1	1	1	1	3	83141101	3			
83141102	永久获得体力+1，每次触发额外+1	1	1	1	1	1	2	83141102	3			
83142101	永久获得攻击+2，每次触发额外+2	1	1	1	1	1	3	83142101	3			
83142102	永久获得体力+2，每次触发额外+2	1	1	1	1	1	2	83142102	3			
83151101	招募结束时，获得1张随机吴势力武将牌	0	0	0	0		5	83151101	3			
83152101	招募结束时，获得2张随机吴势力武将牌	0	0	0	0		5	83152101	3			
83171101	相邻友方共享势力	0	1	1	1	1	57	83171101	3			
83172101	自身和相邻友方共享势力	0	1	1	1	1	57	83172101	3			
83181101	友方回手效果额外触发1次	0	0	0	0		27	83181101	3			
83182101	友方回手效果额外触发2次	0	0	0	0		27	83182101	3			
83191101	移除左侧友方	0	0	0	0		21		3			
83191102	获得移除友方攻击	1	1	1	1	1	3	83191102	3			
83191103	获得移除友方体力	1	1	1	1	1	2	83191103	3			
83191201	移除右侧友方	0	0	0	0		21		3			
83191202	获得移除友方攻击	1	1	1	1	1	3	83191202	3			
83191203	获得移除友方体力	1	1	1	1	1	2	83191203	3			
83192101	移除左侧友方	0	0	0	0		21		3			
83192102	获得移除友方2倍攻击	1	1	1	1	1	3	83192102	3			
83192103	获得移除友方2倍体力	1	1	1	1	1	2	83192103	3			
83192201	移除右侧友方	0	0	0	0		21		3			
83192202	获得移除友方2倍攻击	1	1	1	1	1	3	83192202	3			
83192203	获得移除友方2倍体力	1	1	1	1	1	2	83192203	3			
83201101	闪避	0	1	1	1	1	66	83201101	3			
83201201	攻击时可失去闪避免疫伤害	0	1	1	1	1	72	83201201	3			
83201301	永久获得攻击+6	1	1	1	1	1	3	83201301	3			
83201302	永久获得体力+6	1	1	1	1	1	2	83201302	3			
83202101	闪避	0	1	1	1	1	66	83202101	3			
83202201	攻击时可失去闪避免疫伤害	0	1	1	1	1	72	83202201	3			
83202301	永久获得攻击+12	1	1	1	1	1	3	83202301	3			
83202302	永久获得体力+12	1	1	1	1	1	2	83202302	3			
83211101	获得本回合遣散武将总等级的攻击	1	1	1	1	1	3	83211101	3			
83211102	获得本回合遣散武将总等级的体力	1	1	1	1	1	2	83211102	3			
83212101	获得本回合遣散武将总等级2倍的攻击	1	1	1	1	1	3	83212101	3			
83212102	获得本回合遣散武将总等级2倍的体力	1	1	1	1	1	2	83212102	3			
83221101	永久获得攻击+1，每次触发额外+1	1	1	1	1	1	3	83221101	3			
83221102	永久获得体力+1，每次触发额外+1	1	1	1	1	1	2	83221102	3			
83222101	永久获得攻击+2，每次触发额外+2	1	1	1	1	1	3	83222101	3			
83222102	永久获得体力+2，每次触发额外+2	1	1	1	1	1	2	83222102	3			
84031101	永久获得攻击+2	1	1	1	1	1	3	84031101	3			
84031102	永久获得体力+1	1	1	1	1	1	2	84031102	3			
84032101	永久获得攻击+4	1	1	1	1	1	3	84032101	3			
84032102	永久获得体力+2	1	1	1	1	1	2	84032102	3			
84101101	烈刃	1	1	1	1	1	12	84101101	3			
84102101	烈刃*2	1	1	1	1	1	12	84102101	3			
84141101	友方触发遗计效果时，升级所需虎符-1	0	0	0	0		31	84141101	3			
84142101	友方触发遗计效果时，升级所需虎符-2	0	0	0	0		31	84142101	3			
84151101	永久获得攻击+1	1	1	1	1	1	3	84151101	3			
84151102	永久获得体力+1	1	1	1	1	1	2	84151102	3			
84152101	永久获得攻击+2	1	1	1	1	1	3	84152101	3			
84152102	永久获得体力+2	1	1	1	1	1	2	84152102	3			
85101101	御策	0	1	1	1	1	9	85101101	3			
85101201	永久获得攻击+4	1	1	1	1	1	3	85101201	3			
85101202	永久获得体力+4	1	1	1	1	1	2	85101202	3			
85101203	立刻攻击	0	0	0	0		48		3			
85102101	御策	0	1	1	1	1	9	85102101	3			
85102201	永久获得攻击+8	1	1	1	1	1	3	85102201	3			
85102202	永久获得体力+8	1	1	1	1	1	2	85102202	3			
85102203	立刻攻击	0	0	0	0		48		3			
85141101	御策	0	1	1	1	1	9	85141101	3			
85141201	获得1虎符	0	0	0	0		4	85141201	3			
85142101	御策	0	1	1	1	1	9	85142101	3			
